SiteNumber,Type,LocationID,EffectiveDate,Region,DistrictOffice,State,StateName,County,CountyState,City,FacilityName,Ownership,Use,Owner,OwnerAddress,OwnerCSZ,OwnerPhone,Manager,ManagerAddress,ManagerCSZ,ManagerPhone,ARPLatitude,ARPLatitudeS,ARPLongitude,ARPLongitudeS,ARPMethod,ARPElevation,ARPElevationMethod,MagneticVariation,MagneticVariationYear,TrafficPatternAltitude,ChartName,DistanceFromCBD,DirectionFromCBD,LandAreaCoveredByAirport,BoundaryARTCCID,BoundaryARTCCComputerID,BoundaryARTCCName,ResponsibleARTCCID,ResponsibleARTCCComputerID,ResponsibleARTCCName,TieInFSS,TieInFSSID,TieInFSSName,AirportToFSSPhoneNumber,TieInFSSTollFreeNumber,AlternateFSSID,AlternateFSSName,AlternateFSSTollFreeNumber,NOTAMFacilityID,NOTAMService,ActiviationDate,AirportStatusCode,CertificationTypeDate,FederalAgreements,AirspaceDetermination,CustomsAirportOfEntry,CustomsLandingRights,MilitaryJointUse,MilitaryLandingRights,InspectionMethod,InspectionGroup,LastInspectionDate,LastOwnerInformationDate,FuelTypes,AirframeRepair,PowerPlantRepair,BottledOxygenType,BulkOxygenType,LightingSchedule,BeaconSchedule,ATCT,UNICOMFrequencies,CTAFFrequency,SegmentedCircle,BeaconColor,NonCommercialLandingFee,MedicalUse,SingleEngineGA,MultiEngineGA,JetEngineGA,HelicoptersGA,GlidersOperational,MilitaryOperational,Ultralights,OperationsCommercial,OperationsCommuter,OperationsAirTaxi,OperationsGALocal,OperationsGAItin,OperationsMilitary,OperationsDate,AirportPositionSource,AirportPositionSourceDate,AirportElevationSource,AirportElevationSourceDate,ContractFuelAvailable,TransientStorage,OtherServices,WindIndicator
50709.*A,AIRPORT,DDT,09/20/2012,AAL,NONE,AK,ALASKA,VALDEZ-CHITNA-WHITIE,AK,SLANA,DUFFYS TAVERN,PR,PR,GMAPA INC.,HCO1-BOX 450,GAKONA- AK 99586,    907-822-4653,D. M. MAC TURNEY,HCO1-BOX 450,GAKONA- AK 99586,    907-822-4653,62-43-28.6030N,225808.6030N,143-55-13.8520W,518113.8520W,E,2420,E,28E,1985,,ANCHORAGE,2,NE,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,N,09/01/1962,O,,,NOT ANALYZED,N,N,N,N,2,C,9021991,1172011,,NONE,NONE,NONE,NONE,,,N,,,N,,N,,1,,,,,,,,,150,150,250,,09/02/1991,,,,,,,CARGO,Y
50711.*A,AIRPORT,SLQ,09/20/2012,AAL,NONE,AK,ALASKA,KUSKOKWIM,AK,SLEETMUTE,SLEETMUTE,PU,PU,STATE OF AK DOT/PF CE REG,PO BOX 196900,ANCHORAGE- AK 99519-6900,    907-266-0747,TERRY HOFFMAN,P.O. BOX 73,ANIAK- AK 99557-7300,    907-675-4345,61-42-01.8650N,222121.8650N,157-09-57.1700W,565797.1700W,E,190,S,21E,1985,,MC GRATH,0,E,  145,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,SLQ,Y,11/01/1949,O,,N,NOT ANALYZED,N,N,N,Y,F,C,5272009,,100LL,NONE,NONE,NONE,NONE,,SEE RMK,N,122.8,122.8,Y,C,N,,0,0,0,0,,,,,,,,,,05/27/2009,NACO,2004-03-10 00:00:00.0,NACO,2004-03-10 00:00:00.0,,,CARGO,Y
50711.6*A,AIRPORT,7AK2,09/20/2012,AAL,NONE,AK,ALASKA,JUNEAU,AK,SNETTISHAM,SNETTISHAM,PU,PR,AEL & P,5601 TONSGARD CT.,JUNEAU- AK 99801,    907-780-2222,SCOTT WILLIS,5601 TONSGARD CT.,JUNEAU- AK 99801,    907-780-2222,58-08-03.8250N,209283.8250N,133-43-46.2470W,481426.2470W,E,14,E,28E,1985,,JUNEAU,0,NE,,ZAN,ZAN,ANCHORAGE,,,,N,JNU,JUNEAU,907-789-7380,1-800-WX-BRIEF,,,,,N,03/01/1969,O,,,NO OBJECTION,N,N,N,N,2,N,5111978,11302010,,NONE,NONE,NONE,NONE,,,N,122.8,,N,,N,,,,,,,,,,,200,,50,,05/11/1978,,,,,,,CARGO,Y
50713.23*A,AIRPORT,70AK,09/20/2012,AAL,NONE,AK,ALASKA,KENAI PENINSULA,AK,SOLDOTNA,BANGERTER FIELD,PR,PR,KENT BANGERTER,P.O. BOX 2737,SOLDOTNA- AK 99669,    801-558-9550,TAMMY FARRELL,P.O. BOX 2327,SOLDOTNA- AK 99669,    907-260-7880,60-31-04.0000N,217864.0000N,150-57-35.0000W,543455.0000W,E,250,E,,,,ANCHORAGE,3,NNE,,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,,05/01/2007,O,,,CONDITIONAL,,,,,2,N,,6092008,,,,,,,,N,,122.9,,,,,8,,,,,,,,,,,,,,OWNER,2005-11-23 00:00:00.0,OWNER,2005-11-23 00:00:00.0,,,,Y
50713.13*A,AIRPORT,7AK5,09/20/2012,AAL,NONE,AK,ALASKA,KENAI-COOK INLET,AK,SOLDOTNA,DAHLER HOMESTEAD,PR,PR,VIRGIL DAHLER,BOX 53,SOLDOTNA- AK 99669,,,,,,60-30-12.9480N,217812.9480N,150-56-07.9810W,543367.9810W,E,300,E,24E,1985,,ANCHORAGE,4,NE,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,N,,O,,,,N,N,N,N,2,N,1151992,1201994,,NONE,NONE,NONE,NONE,,,N,,,N,,N,,1,,,,,,,,,,50,50,,01/15/1992,,,,,,HGR,,
50713.14*A,AIRPORT,7AK6,09/20/2012,AAL,NONE,AK,ALASKA,KENAI-COOK INLET,AK,SOLDOTNA,DAN FRANCE,PR,PR,DAN FRANCE,HC 1- BOX 134,SOLDOTNA- AK 99669,    907-262-4976,DAN FRANCE,HC 1- BOX 134,SOLDOTNA- AK 99669,    907-262-4976,60-28-39.9470N,217719.9470N,150-55-42.9800W,543342.9800W,E,260,E,24E,1985,,ANCHORAGE,4,E,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,N,,O,,,,N,N,N,N,2,N,10201971,7072011,100LL,NONE,NONE,NONE,NONE,,,N,,,N,,N,,1,,,1,1,,1,,,,50,50,,10/20/1971,,,,,,,,N
50713.11*A,AIRPORT,7AK3,09/20/2012,AAL,NONE,AK,ALASKA,KENAI-COOK INLET,AK,SOLDOTNA,GAEDE,PR,PR,ROGER J RUPP,BOX 4473,SOLDOTNA- AK 99669,    907-262-9265,ROGER J RUPP,BOX 4473,SOLDOTNA- AK 99669,    907-262-9265,60-28-34.9390N,217714.9390N,151-09-58.0090W,544198.0090W,E,115,E,24E,1985,,ANCHORAGE,4,SW,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,N,06/01/1966,O,,,NOT ANALYZED,N,N,N,N,2,F,10061971,6132011,,NONE,NONE,NONE,NONE,,,N,,,N,,N,,2,,,,,,,,,,150,,,10/06/1971,,,,,,,CARGO,Y
50713.1*A,AIRPORT,1AK4,09/20/2012,AAL,NONE,AK,ALASKA,KENAI-COOK INLET,AK,SOLDOTNA,KENAI RIVER AIRPARK,PR,PR,KENAI RIVER AIRPARK ASSOC.,3264 SUN VALLEY DRIVE,EAGLE RIVER- AK 99577,    907-223-6771,JOHN W. SPRINGS,3264 SUN VALLEY DRIVE,EAGLE RIVER- AK 99577,    907-227-2149,60-31-26.9560N,217886.9560N,150-45-07.9530W,542707.9530W,E,200,E,24E,1985,,ANCHORAGE,11,NE,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,N,10/01/1971,O,,,NO OBJECTION,N,N,N,N,2,N,10201971,7082011,,NONE,NONE,NONE,NONE,,,N,,,N,,N,,3,,,3,,,,,,,,,,,,,,,,,CARGO,Y
50713.21*C,SEAPLANE BASE,L85,09/20/2012,AAL,NONE,AK,ALASKA,KENAI-COOK INLET,AK,SOLDOTNA,MACKEYS LAKES,PU,PU,PUBLIC DOMAIN,,,,UNKNOWN,,,,60-32-01.0000N,217921.0000N,150-59-44.0000W,543584.0000W,E,175,E,24E,1985,,ANCHORAGE,3,NE,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,SXQ,Y,,O,,,NOT ANALYZED,N,N,N,N,S,S,10182011,,,NONE,NONE,NONE,NONE,,,N,,122.5,N,,N,,10,,,,,,,,,,100,,,09/30/2011,,,NACO,1992-08-18 00:00:00.0,,,CARGO,Y
50713.22*A,AIRPORT,AK55,09/20/2012,AAL,NONE,AK,ALASKA,KENAI PENINSULA,AK,SOLDOTNA,MOOSE RUN AIRSTRIP,PR,PR,PAUL FEDORKA & GENEVIEVE KLEBBA,BOX 1749,SOLDOTNA- AK 99669-1749,    907-260-5705,PAUL FEDORKA OR GENEVIEVE KLEBBA,BOX 1749,SOLDOTNA- AK 99669,    907-260-5705,60-29-21.0000N,217761.0000N,150-48-06.0000W,542886.0000W,E,290,E,22E,2000,,ANCHORAGE,7,E,,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,,11/01/2002,O,,,NO OBJECTION,,,,,2,N,,11232010,,,,,,,,N,,,N,,,,3,,,,,,,,,,,,,,NACO,2004-08-12 00:00:00.0,NACO,2004-08-12 00:00:00.0,,,,Y
50713.2*A,AIRPORT,SXQ,09/20/2012,AAL,NONE,AK,ALASKA,KENAI-COOK INLET,AK,SOLDOTNA,SOLDOTNA,PU,PU,CITY OF SOLDOTNA,177 NORTH BIRCH ST,SOLDOTNA- AK 99669,    907-262-9107,KYLE KORNELIS,177 NORTH BIRCH ST,SOLDOTNA- AK 99669,    907-262-9107,60-28-29.8500N,217709.8500N,151-02-17.6600W,543737.6600W,E,113,E,19E,2010,793,ANCHORAGE,1,SE,  426,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,SXQ,Y,10/01/1962,O,,NGSY,NO OBJECTION,N,N,N,Y,S,C,7232010,7301987,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,,122.5,Y,CG,Y,,41,0,0,0,,,3,,,3000,10000,2000,50,12/31/2009,NACO,2007-04-20 00:00:00.0,AVN,2003-09-23 00:00:00.0,,TIE,AVNCS-CARGO-CHTR-RNTL,Y-L
50713.19*H,HELIPORT,SD1,09/20/2012,AAL,NONE,AK,ALASKA,KENAI-COOK INLET,AK,SOLDOTNA,SOLDOTNA HOSPITAL H,PR,PU,CENTRAL PENNINSULA GEN HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA- AK 99669,,RICH DAVIDSON,250 HOSPITAL PLACE,SOLDOTNA- AK 99669,    907-714-4404,60-29-28.9440N,217768.9440N,151-04-40.0060W,543880.0060W,E,95,E,24E,1985,,ANCHORAGE,1,NW,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,SXQ,Y,10/01/1971,O,,,NO OBJECTION,N,N,N,N,S,C,7142010,,,NONE,NONE,NONE,NONE,SS-SR,,N,,122.9,N,,N,,,,,1,,,,,,,,,,12/31/2009,,,,,,,CARGO,Y
50714.2*A,AIRPORT,AK26,09/20/2012,AAL,NONE,AK,ALASKA,NOME,AK,SOLOMON,SOLOMON STATE FIELD,PR,PR,SOLOMON VILLAGE CORP,P.O. BOX 243,NOME- AK 99762,    907-222-6668,GREG TIMBERS,P.O. BOX 243,NOME- AK 99762,    907-222-6668,64-33-38.3090N,232418.3090N,164-26-32.3800W,591992.3800W,E,25,E,18E,1985,,NOME,0,N,,ZAN,ZAN,ANCHORAGE,,,,N,OME,NOME,LC 443-2291,1-800-478-8400,FAI,FAIRBANKS,1-866-248-6516,,Y,08/01/1958,O,,,NOT ANALYZED,N,N,N,N,1,C,6171988,1182012,,NONE,NONE,NONE,NONE,,,N,,,N,,N,,,,,,,,,,,60,,80,,06/17/1988,,,,,,,,N
50714.45*A,AIRPORT,WSN,09/20/2012,AAL,NONE,AK,ALASKA,BRISTOL BAY,AK,SOUTH NAKNEK,SOUTH NAKNEK NR 2,PU,PU,ST OF AK DOTPF/C RGN,PO BOX 196900,ANCHORAGE- AK 99519-6900,    907-269-0747,JAY KNIGHT,PO BOX 65,KING SALMON- AK 99613,    907-246-3325,58-42-07.5000N,211327.5000N,157-00-09.3000W,565209.3000W,E,162,E,21E,1985,,KODIAK,1,SW,  214,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,ENA,Y,,O,,NGSY,NO OBJECTION,N,N,N,Y,F,C,7122009,,,NONE,NONE,NONE,NONE,SEE RMK,SEE RMK,N,,122.9,Y,CG,N,,0,0,0,0,,,,,,3330,0,200,,07/12/2009,NGS,2007-06-16 00:00:00.0,NGS,2007-06-16 00:00:00.0,,TIE,CARGO,Y-L
50714.6*A,AIRPORT,SVW,09/20/2012,AAL,NONE,AK,ALASKA,KUSKOKWIM,AK,SPARREVOHN,SPARREVOHN LRRS,MA,PR,US AIR FORCE,611 AIR SUPPORT GROUP- 10471 20TH STREET- SUITE 361,ELMENDORF AFB- AK 99506-2150,    907-552-3442,NICK HILTON,611 AIR SUPPORT SQUADRON- 10471 20TH STREET- SUITE 222,ELMENDORF AFB- AK 99506-2270,    907-552-4400,61-05-49.9500N,219949.9500N,155-34-29.1900W,560069.1900W,E,1572,E,18E,2005,,MC GRATH,0,S,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,PASV,Y,05/01/1952,O,,,,N,N,N,,,N,7171978,2151994,,NONE,NONE,NONE,NONE,,,N,,126.2,N,,N,,,,,,,,,,,,,240,,07/17/1978,FAA,2011-07-05 00:00:00.0,MILITARY,2009-09-17 00:00:00.0,,,,Y
50717.1*C,SEAPLANE BASE,36H,09/20/2012,AAL,NONE,AK,ALASKA,ALEUTIAN ISLANDS,AK,SQUAW HARBOR,SQUAW HARBOR,PU,PU,PUBLIC DOMAIN,,,,,,,,55-14-00.0210N,198840.0210N,160-33-07.2950W,577987.2950W,E,0,E,18E,1985,,COLD BAY,0,S,,ZAN,ZAN,ANCHORAGE,,,,N,CDB,COLD BAY,907-532-2466,1-800-478-7250,ENA,KENAI,1-866-864-1737,,Y,,O,,,NOT ANALYZED,N,N,N,N,S,C,6112007,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,,,,,,,,,,,,,,12/31/2006,,,,,,,,N
50680.4*A,AIRPORT,PBV,09/20/2012,AAL,NONE,AK,ALASKA,BETHEL,AK,ST GEORGE,ST GEORGE,PU,PU,ST OF AK DOT/PF-CENTRAL REG,4111 AVIATION AVE,ANCHORAGE- AK 99502,    907-269-0725,ALVIN MERCULIEF,CITY HALL,ST. GEORGE- AK 99591,    907-859-2269,56-34-38.4700N,203678.4700N,169-39-49.4500W,610789.4500W,E,125,S,11E,2000,,DUTCH HARBOR,4,SW,  278,ZAN,ZAN,ANCHORAGE,ZAP,ZAP,ANCHORAGE OCEANIC,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,PBV,Y,07/01/1992,O,,NGY,NO OBJECTION,,,,Y,F,C,10252007,7221992,,,,,,SEE RMK,SEE RMK,N,,122.8,Y,CG,,,0,0,0,0,,,,,,260,,4,,12/31/2006,NACO,2000-05-23 00:00:00.0,NACO,2000-05-23 00:00:00.0,,,CARGO,Y-L
50680.8*A,AIRPORT,KSM,09/20/2012,AAL,NONE,AK,ALASKA,WADE HAMPTON,AK,ST MARY'S,ST MARY'S,PU,PU,ST OF AK DOTPF NORTHERN RGN,2301 PEGER ROAD,FAIRBANKS- AK 99709,    907-451-2200,ERIK WEINGARTH,PO BOX 135,ST MARY'S- AK 99658,    907-438-2416,62-03-39.0000N,223419.0000N,163-18-06.6000W,587886.6000W,E,312,S,12E,2015,,BETHEL,4,W, 3600,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,KSM,Y,,O,,NGSY,NO OBJECTION,N,N,N,Y,F,C,6142009,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.3,Y,CG,N,,8,0,,,,,,,,,,,,08/31/2005,NGS,2006-07-31 00:00:00.0,NGS,2006-07-31 00:00:00.0,,TIE,CARGO,Y
50681.11*A,AIRPORT,SMK,09/20/2012,AAL,NONE,AK,ALASKA,NOME,AK,ST MICHAEL,ST MICHAEL,PU,PU,ST OF AK DOT&PF N REGION,2301 PEGER ROAD,FAIRBANKS- AK 99709,    907-451-2200,HARRY JOHNSON,PO BOX 192,UNALAKLEET- AK 99684,    907-624-3261,63-29-24.2000N,228564.2000N,162-06-37.4000W,583597.4000W,E,98,S,17E,2000,,BETHEL,2,W,  355,ZAN,ZAN,ANCHORAGE,,,,,OME,NOME,LC 443-2291,1-800-478-8400,FAI,FAIRBANKS,1-866-248-6516,OME,Y,08/01/1995,O,,NGY,NO OBJECTION,,,,,F,C,6262009,8111995,,,,,,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,0,0,0,0,,,,,,,,,,06/26/2009,NGS,2005-06-06 00:00:00.0,NGS,2005-06-06 00:00:00.0,,TIE,,Y-L
50682.*A,AIRPORT,SNP,09/20/2012,AAL,NONE,AK,ALASKA,BETHEL,AK,ST PAUL ISLAND,ST PAUL ISLAND,PU,PU,ST OF AK DOTPF-CENTRAL REGION,4111 AVIATION AVE,ANCHORAGE- AK 99502,    907-269-0770,NORMAN HEYANO,PO BOX 250,DILLINGHAM- AK 99576,    907-842-5511,57-09-58.6571N,205798.6571N,170-13-21.1920W,612801.1920W,E,70,E,10E,2005,,DUTCH HARBOR,3,NE,,ZAN,ZAN,ANCHORAGE,ZAP,ZAP,ANCHORAGE OCEANIC,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,SNP,Y,,O,,N1,NO OBJECTION,N,N,N,Y,F,C,10252007,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.3,Y,CG,N,,0,0,0,0,,,,,,260,,50,100,12/31/2006,FAA-EST,2011-01-28 00:00:00.0,FAA-EST,2011-01-28 00:00:00.0,,,CARGO,Y
50719.*C,SEAPLANE BASE,WSB,09/20/2012,AAL,NONE,AK,ALASKA,PRINCE OF WALES,AK,STEAMBOAT BAY,STEAMBOAT BAY,PR,PU,STEAMBOAT BAY RESORT,P.O. BOX 549,CRAIG- AK 99921,    801-870-2570,CHRIS PALLE,P.O. BOX 549,CRAIG- AK 99921,    801-870-2570,55-31-46.6990N,199906.6990N,133-38-30.1100W,481110.1100W,E,0,E,26E,1985,,KETCHIKAN,0,NE,,ZAN,ZAN,ANCHORAGE,,,,N,KTN,KETCHIKAN,907-225-9481,LC225-9481,JNU,JUNEAU,1-800-WX-BRIEF,KTN,Y,04/01/1962,O,,,NO OBJECTION,N,N,N,N,S,C,8282010,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,,,,,,,,,,150,,30,,12/31/2006,,,,,,,,N
50719.4*A,AIRPORT,WBB,09/20/2012,AAL,NONE,AK,ALASKA,NOME,AK,STEBBINS,STEBBINS,PU,PU,STATE OF ALASKA DOT & PF,NORTHERN REGION- 2301 PEGER RD,FAIRBANKS- AK 99709,    907-451-2200,CHUCK COYLE,PO BOX 1048,NONE- AK 99762,    907-443-3444,63-30-57.5000N,228657.5000N,162-16-40.8000W,584200.8000W,E,19,S,19E,1985,,BETHEL,0,NW,  110,ZAN,ZAN,ANCHORAGE,,,,,OME,NOME,LC 443-2291,1-800-478-8400,FAI,FAIRBANKS,1-866-248-6516,OME,Y,07/01/1964,O,,N,,,,,Y,S,C,6262009,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,0,0,0,0,,,,,,,,,,06/26/2009,3RD PARTY SURVEY,2010-09-12 00:00:00.0,3RD PARTY SURVEY,2010-09-12 00:00:00.0,,,CARGO,Y
50720.07*A,AIRPORT,AK01,09/20/2012,AAL,NONE,AK,ALASKA,KENAI PENINSULA,AK,STERLING,ALASKA AIRPARK,PR,PR,ALASKA AIRPARK INC,P.O. BOX 1107,STERLING- AK 99672,    907-260-2658,ROBERT J. BREEDEN,P.O. BOX 1107,STERLING- AK 99672,    907-260-2658,60-31-44.3400N,217904.3400N,150-37-30.4800W,542250.4800W,E,320,E,,,,ANCHORAGE,5,E,   78,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,,01/01/2007,O,,,CONDITIONAL,,,,,2,N,,3292011,,,,,,,,N,,122.9,,,,,,,,,,,,,,,,,,,OWNER,2006-10-31 00:00:00.0,OWNER,2006-10-31 00:00:00.0,,,,
50720.06*A,AIRPORT,AK05,09/20/2012,AAL,NONE,AK,ALASKA,KENAI PENINSULA,AK,STERLING,BREEDEN,PR,PR,ROBERT J. BREEDEN,PO BOX 1107,STERLING- AK 99672,    907-260-2658,ROBERT J. BREEDEN,PO BOX 1107,STERLING- AK 99672,    907-260-2658,60-32-27.7800N,217947.7800N,150-35-57.1800W,542157.1800W,E,365,E,,,,,6,E,   80,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,,01/01/2007,O,,,CONDITIONAL,,,,,2,N,,4042011,,,,,,,,N,,122.9,,,,,1,,,,,,,,,,,,,08/10/2006,OWNER,2006-08-10 00:00:00.0,OWNER,2006-08-10 00:00:00.0,,,,
50720.*A,AIRPORT,88AK,09/20/2012,AAL,NONE,AK,ALASKA,KENAI PENINSULA,AK,STERLING,DUTCH LANDING STRIP,PR,PR,JERRY HOLLAND,PO BOX 2288,SOLDOTNA- AK 99669,    907-262-4316,JERRY HOLLAND,PO BOX 2288,SOLDOTNA- AK 99669,    907-262-4316,60-32-25.0000N,217945.0000N,150-52-05.0000W,543125.0000W,E,300,E,23E,1995,,ANCHORAGE,0,N,,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,,02/01/2000,O,,,CONDITIONAL,,,,,2,N,2072000,11192010,,,,,,,,N,,,N,,,,7,,,,,,,,,,,,,,,,,,,,,Y
50720.04*A,AIRPORT,53AK,09/20/2012,AAL,NONE,AK,ALASKA,KENAI PENINSULA,AK,STERLING,LAKEWOOD AIRSTRIP,PR,PR,D & D DEVELOPMENT- INC.,PO BOX 446,STERLING- AK 99611,    907-262-1552,DENNIS DOWNS & DENNIS DIX,PO BOX 446,STERLING- AK 99611,    907-262-1552,60-32-04.1900N,217924.1900N,150-56-21.4300W,543381.4300W,E,110,E,23E,1995,,ANCHORAGE,5,NE,,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,,02/01/2000,O,,,NO OBJECTION,,,,,2,N,2012000,11232010,,,,,,,,N,,,N,,,,2,,,,,,,,,,,,,,,,,,,,,Y-L
50720.05*A,AIRPORT,AK84,09/20/2012,AAL,NONE,AK,ALASKA,KENAI PENINSULA,AK,STERLING,SCOOTER'S LANDING STRIP,PR,PR,SCOOTER'S LANDING H.O. ASSN.,BOX 1371,STERLING- AK 99672,    907-262-3888,HUGH R. CHUMLEY,BOX 1371,STERLING- AK 99672,    907-262-3888,60-31-46.0000N,217906.0000N,150-49-51.0000W,542991.0000W,E,259,S,,,,SEWARD,2,W,,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,,07/01/2004,O,,,NO OBJECTION,,,,,,N,,12022010,,,,,,,,N,,,,,,,15,1,,,,,,,,,,,,,NACO,2005-05-11 00:00:00.0,3RD PARTY SURVEY,2004-09-21 00:00:00.0,,,,
50720.2*A,AIRPORT,AK39,09/20/2012,AAL,NONE,AK,ALASKA,KENAI-COOK INLET,AK,STERLING,SOUTH GASLINE,PR,PR,ALASKA PIPELINE CO,3000 SPENARD RD,ANCHORAGE- AK 99503,    907-277-5551,JOSEPH LEPLEY,3000 SPENARD RD,ANCHORAGE- AK 99503,    907-264-3748,60-41-49.9110N,218509.9110N,150-10-47.8170W,540647.8170W,E,381,S,25E,1985,,ANCHORAGE,19,NE,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,N,11/01/1962,O,,,NO OBJECTION,N,N,N,N,2,N,6251977,7072011,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,,,,,,,,,,,,50,,06/25/1977,,,,,,,,N
50720.01*A,AIRPORT,40AK,09/20/2012,AAL,NONE,AK,ALASKA,KENAI PENINSULA,AK,STERLING,STERLING AIR PARK,PR,PR,STERLING AIR PARK H O ASSN.,39797 CROSSWIND ST.,STERLING- AK 99672,    907-262-5100,FRANK CHRISTENSEN,39610 STERLING AIR PARK ST.,STERLING- AK 99672,    907-262-5100,60-33-19.0000N,217999.0000N,150-50-33.0000W,543033.0000W,E,90,E,23E,1995,,ANCHORAGE,3,NE,,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,,02/01/2000,O,,,NO OBJECTION,,,,,2,N,2022000,7112011,,,,,,,,N,,,N,,,,3,,,,,,,,,,,,,,,,,,,,,
50721.*A,AIRPORT,SVS,09/20/2012,AAL,NONE,AK,ALASKA,UPPER YUKON,AK,STEVENS VILLAGE,STEVENS VILLAGE,PU,PU,STATE OF AK DOT/PF-N REG,2301 PEGER RD,FAIRBANKS- AK 99709,    907-451-5230,JEREMY WORRALL,2301 PEGER RD,FAIRBANKS- AK 99709,    907-451-5230,66-01-01.8000N,237661.8000N,149-03-15.7000W,536595.7000W,E,328,S,22E,2005,,FAIRBANKS,1,NNE,,ZAN,ZAN,ANCHORAGE,,,,N,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,FAI,Y,07/01/1953,O,,N,NO OBJECTION,N,N,N,N,C,C,9112011,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.9,Y,CG,N,,0,0,0,0,,,,,,250,,500,,09/29/2009,3RD PARTY SURVEY,2008-08-05 00:00:00.0,3RD PARTY SURVEY,2008-08-05 00:00:00.0,,,,Y-L
50722.01*A,AIRPORT,SRV,09/20/2012,AAL,NONE,AK,ALASKA,KUSKOKWIM,AK,STONY RIVER,STONY RIVER 2,PU,PU,STATE OF ALASKA DOT,PO BOX 196900,ANCHORAGE- AK 99519-6900,    907-269-0747,TERRY HOFFMAN,PO BOX 73,ANIAK- AK 99552,    907-675-4345,61-47-23.1000N,222443.1000N,156-35-18.7000W,563718.7000W,E,230,E,22E,1985,,MC GRATH,0,N,    8,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,ENA,Y,01/01/1964,O,,N,NOT ANALYZED,N,N,N,Y,F,C,5272009,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,0,0,0,0,,,,,,,,,,09/01/2005,NGS,2001-08-07 00:00:00.0,,,,,CARGO,Y
